,Prediction,Actual
0,0.32970306277275085,0.339039247436194
1,0.3438207805156708,0.33950188912020973
2,0.3716851770877838,0.3427403809083199
3,0.39197245240211487,0.35900994679620635
4,0.4152901768684387,0.3382681779628344
5,0.38796520233154297,0.34543912406507826
6,0.3454391360282898,0.34374277122368724
7,0.3437427580356598,0.3480607602745007
8,0.3480607569217682,0.34443673374971084
9,0.3444647490978241,0.3399645308042255
10,0.3399645686149597,0.33603207649009176
11,0.33603206276893616,0.3148276659727041
12,0.31482768058776855,0.30688565039710075
13,0.30688565969467163,0.30195080576759964
14,0.3024898171424866,0.3149818798673761
15,0.3149818778038025,0.30295319608296706
16,0.30295318365097046,0.2750404811473514
17,0.27504047751426697,0.2573058832600817
18,0.25730589032173157,0.28467884956434575
19,0.2846788465976715,0.2783560798827975
20,0.27835607528686523,0.265402112730357
21,0.2654021084308624,0.2640141876783098
22,0.26401418447494507,0.2967075333487547
23,0.29670754075050354,0.28660652324774466
24,0.2866065204143524,0.2732670213586244
25,0.2732670307159424,0.2792813632508289
26,0.2792813777923584,0.3004086668208806
27,0.30040866136550903,0.2828282828282828
28,0.28282827138900757,0.28598966766905703
29,0.2859896719455719,0.27958979104017273
30,0.27958980202674866,0.28544991903770534
31,0.29423245787620544,0.27635129925206264
32,0.2989655137062073,0.27797054514611763
33,0.277974933385849,0.2775850104094379
34,0.27791187167167664,0.27465494641067156
35,0.28341183066368103,0.2747320533580076
36,0.28521111607551575,0.27172488241190534
37,0.2717248797416687,0.27172488241190534
38,0.2717248797416687,0.25537820957668284
39,0.25537821650505066,0.2504433649471817
40,0.25044336915016174,0.2280823502197548
41,0.2280823439359665,0.2408821034775233
42,0.24088209867477417,0.2412676382142031
43,0.2412676364183426,0.23741229084740534
44,0.23741228878498077,0.2317063767445447
45,0.2317063808441162,0.22900763358778625
46,0.22900763154029846,0.23209191148122446
47,0.23209191858768463,0.22970159611380986
48,0.22970159351825714,0.22391857506361323
49,0.22391857206821442,0.2188295165394402
50,0.21882951259613037,0.2203716554861593
51,0.22037164866924286,0.22569203485234018
52,0.2256920337677002,0.2196776929601357
53,0.21967768669128418,0.21890662348677617
54,0.21890662610530853,0.21821266096075256
55,0.21821266412734985,0.2164392011720256
56,0.21643920242786407,0.23571593800601434
57,0.23571600019931793,0.22893052664045033
58,0.22893080115318298,0.2384917881101087
59,0.2440105378627777,0.24828437042177504
60,0.26487746834754944,0.2409592104248593
61,0.25013551115989685,0.23633279358470197
62,0.24304570257663727,0.23540751021667053
63,0.24689969420433044,0.231166628113193
64,0.24487055838108063,0.22630889043102784
65,0.23138496279716492,0.22361014727426942
66,0.2238711714744568,0.22075719022283907
67,0.22209283709526062,0.23001002390315367
68,0.2431860715150833,0.22815945716709077
69,0.23972879350185394,0.22353304032693344
70,0.23279280960559845,0.22145115274886268
71,0.22145114839076996,0.2202174415914874
72,0.22021782398223877,0.2162849872773537
73,0.21628499031066895,0.21636209422468963
74,0.2163620889186859,0.2159765594880099
75,0.2159765660762787,0.2135091371732593
76,0.21350914239883423,0.20618397717634357
77,0.20618396997451782,0.19816485465340428
78,0.19816485047340393,0.18875780707841777
79,0.18875780701637268,0.1993214588634436
80,0.1993214637041092,0.18914334181509757
81,0.1891433447599411,0.1879867376050582
82,0.18798673152923584,0.18497956665895596
83,0.18497957289218903,0.18420849718559643
84,0.18420849740505219,0.18143264708150206
85,0.18143264949321747,0.1734906315058987
86,0.17349062860012054,0.17279666897987508
87,0.17279666662216187,0.17256534813786722
88,0.17256534099578857,0.1789652247667515
89,0.178965225815773,0.20433341044028067
90,0.20433340966701508,0.19909013802143574
91,0.19909246265888214,0.21150435654252447
92,0.22111016511917114,0.21227542601588403
93,0.23551540076732635,0.2036394479142571
94,0.20954851806163788,0.20464183822962448
95,0.21994924545288086,0.20734058138638292
96,0.2273792177438736,0.2175958053820649
97,0.2515204846858978,0.2094224689644537
98,0.2386155128479004,0.21158146348986046
99,0.24427655339241028,0.19793353381139642
100,0.22752057015895844,0.2155910247513301
101,0.26359322667121887,0.19993831444213123
102,0.23490706086158752,0.19361554476058293
103,0.21585148572921753,0.19346133086591102
104,0.19346141815185547,0.20772611612306272
105,0.21668943762779236,0.2269257460097155
106,0.2366630733013153,0.21890662348677617
107,0.22591762244701385,0.26139255146888735
108,0.299300879240036,0.28999922893052665
109,0.34008127450942993,0.2783560798827975
110,0.323329895734787,0.26609607525638057
111,0.3023780286312103,0.2682550697817873
112,0.314685583114624,0.26586475441437274
113,0.3171510100364685,0.26864060451846716
114,0.3411373198032379,0.2692574600971548
115,0.3272179067134857,0.2607756958901997
116,0.326045423746109,0.2594648777854885
117,0.3278053402900696,0.2545300331559873
118,0.3238726556301117,0.2599275194695042
119,0.32142889499664307,0.2685634975711311
120,0.32425275444984436,0.26717557251908397
121,0.32481178641319275,0.268794818413139
122,0.27570924162864685,0.26177808620556714
123,0.2617780864238739,0.2640912946256458
124,0.26409128308296204,0.26547921967769295
125,0.26590999960899353,0.2736525560953042
126,0.2778174877166748,0.28159457167090757
127,0.29487380385398865,0.30781093376513224
128,0.33950433135032654,0.29424011103400416
129,0.3184385299682617,0.3017194849255918
130,0.3400322496891022,0.31852879944483
131,0.369579941034317,0.3114349602899221
132,0.36551955342292786,0.30827357544914796
133,0.35731345415115356,0.30889043102783564
134,0.35245636105537415,0.29871231397948955
135,0.33789414167404175,0.3054977253450536
136,0.34978485107421875,0.32207571902228394
137,0.389437198638916,0.31413370344668057
138,0.3749053180217743,0.3371886807001311
139,0.41128262877464294,0.34559333795975017
140,0.4155499041080475,0.32523710386305804
141,0.3750326931476593,0.2973243889274424
142,0.2976941168308258,0.31228313671061764
143,0.3299421966075897,0.3118976019739379
144,0.32252466678619385,0.30480376281903
145,0.3048037886619568,0.29840388619014574
146,0.2984040081501007,0.2852957051430334
147,0.285295695066452,0.2913100470352379
148,0.29131004214286804,0.29354614850798055
149,0.29354849457740784,0.31822037165548617
150,0.33477237820625305,0.31313131313131315
151,0.31313133239746094,0.3378826432261547
152,0.3573751449584961,0.32037936618089286
153,0.320379376411438,0.30819646850181204
154,0.30819645524024963,0.3054977253450536
155,0.3054977357387543,0.30418690724034236
156,0.3108338713645935,0.2870691649317603
157,0.287069171667099,0.27989821882951654
158,0.2798982262611389,0.2640912946256458
159,0.26409128308296204,0.27951268409283675
160,0.2795126736164093,0.2546842470506593
161,0.2546842396259308,0.27079959904387385
162,0.2707996070384979,0.26995142262317834
163,0.2699514329433441,0.28521859819569745
164,0.28521859645843506,0.2678695350451076
165,0.2678695321083069,0.2645539363096615
166,0.2645539343357086,0.27133934767522555
167,0.2713393568992615,0.2656334335723649
168,0.2656334340572357,0.2680237489397795
169,0.2680237591266632,0.2627033695735986
170,0.2627033591270447,0.26601896830904465
171,0.26601895689964294,0.2678695350451076
172,0.2678695321083069,0.2680237489397795
173,0.27308163046836853,0.2715706685172334
174,0.27157074213027954,0.2873775927211042
175,0.3267455995082855,0.28861130387847944
176,0.30561259388923645,0.2933148276659727
177,0.3170051872730255,0.29123294008790196
178,0.2959018349647522,0.2958593569280592
179,0.3261491656303406,0.2974014958747783
180,0.3323967456817627,0.2931606137713008
181,0.3142528235912323,0.29069319145655026
182,0.31872883439064026,0.28467884956434575
183,0.3023594617843628,0.2870691649317603
184,0.3152890205383301,0.27465494641067156
185,0.2838258743286133,0.26625028915105253
186,0.2669145464897156,0.26532500578302104
187,0.2653997540473938,0.26285758346827054
188,0.26285815238952637,0.2599275194695042
189,0.25992751121520996,0.2609299097848716
190,0.2609299123287201,0.2750404811473514
191,0.27504047751426697,0.2736525560953042
192,0.2736525535583496,0.27542601588403115
193,0.2754260301589966,0.2819029994602514
194,0.2819029986858368,0.28999922893052665
195,0.29000139236450195,0.28922815945716707
196,0.2893136739730835,0.28290538977561874
197,0.28347423672676086,0.27542601588403115
198,0.2754262387752533,0.26771532115043567
199,0.2677333652973175,0.2827511758809469
200,0.2996084988117218,0.27719947567275816
201,0.29138118028640747,0.28113192998689185
202,0.3034994304180145,0.2827511758809469
203,0.31003662943840027,0.29948338345284914
204,0.3438785970211029,0.2999460251368648
205,0.32548823952674866,0.30372426555632664
206,0.3353714942932129,0.2955509291387154
207,0.31755387783050537,0.3014881640835839
208,0.3208794891834259,0.30881332408049966
209,0.3258475363254547,0.30742539902845245
210,0.32469305396080017,0.3067314365024289
211,0.330204039812088,0.31243735060528954
212,0.3516279458999634,0.3155216284987278
213,0.3672817051410675,0.31636980491942324
214,0.3503841161727905,0.3016423779782558
215,0.3312285542488098,0.285912560721721
216,0.29134416580200195,0.2868378440897525
217,0.2885972857475281,0.2799753257768525
218,0.2799753248691559,0.28213432030225927
219,0.2821343243122101,0.2804379674608682
220,0.28043797612190247,0.2840619939856581
221,0.284061998128891,0.27164777546456936
222,0.27164778113365173,0.27195620325391323
223,0.271956205368042,0.26709846557174804
224,0.26709845662117004,0.2661731822037166
225,0.26617318391799927,0.2607756958901997
226,0.26077568531036377,0.2639370807309738
227,0.2639370858669281,0.27103091988588174
228,0.2710309326648712,0.2609299097848716
229,0.2609299123287201,0.2674840003084278
230,0.26748400926589966,0.2741923047266559
231,0.27419230341911316,0.28159457167090757
232,0.28176432847976685,0.2812090369342278
233,0.28131112456321716,0.2741151977793199
234,0.2741408944129944,0.28452463566967384
235,0.28460267186164856,0.27951268409283675
236,0.2875668704509735,0.28498727735368956
237,0.29729828238487244,0.2840619939856581
238,0.3013487458229065,0.27851029377746933
239,0.292453408241272,0.27851029377746933
240,0.29701268672943115,0.2765055131467345
241,0.28962603211402893,0.27488626725267945
242,0.277509868144989,0.2826740689336109
243,0.30897846817970276,0.28144035777623566
244,0.2984122037887573,0.2738067699899761
245,0.2745574414730072,0.27403809083198394
246,0.2740398943424225,0.28452463566967384
247,0.2853478491306305,0.2873775927211042
248,0.3018482029438019,0.2871462718790963
249,0.2889782190322876,0.30804225460714013
250,0.33398693799972534,0.30063998766288846
251,0.3166351020336151,0.29925206261084125
252,0.31418928503990173,0.30434112113501427
253,0.32834553718566895,0.30696275734443673
254,0.33606091141700745,0.31313131313131315
255,0.3513484597206116,0.3142108103940165
256,0.3563131093978882,0.31737219523479065
257,0.35285454988479614,0.315058986814712
258,0.35121554136276245,0.323617857969003
259,0.37744438648223877,0.3294008790191996
260,0.38959744572639465,0.3261623872310895
261,0.3729121685028076,0.3209962217595806
262,0.35929355025291443,0.32230703986429177
263,0.3630922734737396,0.3186830133395019
264,0.32845228910446167,0.32222993291695584
